date,tournament,patch,w_l,side,vs,bans,bans_vs,picks,picks_vs,players,ban1,ban2,ban3,ban4,ban5,ban_vs1,ban_vs2,ban_vs3,ban_vs4,ban_vs5,pick_top,pick_jg,pick_mid,pick_bot,pick_sup,pick_vs_top,pick_vs_jg,pick_vs_mid,pick_vs_bot,pick_vs_sup,player_top,player_jg,player_mid,player_bot,player_sup
2024-02-01,KR LCK 2024 Spring,14.1,Loss,Blue,T1,"Ashe,Kalista,Orianna,Nilah,Nocturne","Maokai,Lucian,Nautilus,Sejuani,Poppy","K'Sante,Rell,Corki,Xayah,Rakan","Aatrox,Viego,Neeko,Senna,Ornn","Rascal,Sponge,SeTab,Teddy,Pleata",Ashe,Kalista,Orianna,Nilah,Nocturne,Maokai,Lucian,Nautilus,Sejuani,Poppy,K'Sante,Rell,Corki,Xayah,Rakan,Aatrox,Viego,Neeko,Senna,Ornn,Rascal,Sponge,SeTab,Teddy,Pleata
2024-02-03,KR LCK 2024 Spring,14.1,Win,Blue,KT Rolster,"Vi,Kalista,Taliyah,Orianna,Viego","Lucian,Varus,Jax,K'Sante,Akali","Aatrox,Sejuani,Yone,Senna,Tahm Kench","Rumble,Poppy,Corki,Draven,Nautilus","Rascal,Sponge,SeTab,Teddy,Pleata",Vi,Kalista,Taliyah,Orianna,Viego,Lucian,Varus,Jax,K'Sante,Akali,Aatrox,Sejuani,Yone,Senna,Tahm Kench,Rumble,Poppy,Corki,Draven,Nautilus,Rascal,Sponge,SeTab,Teddy,Pleata
2024-02-03,KR LCK 2024 Spring,14.1,Loss,Red,KT Rolster,"Senna,Varus,Kalista,Caitlyn,Ezreal","Lucian,Sejuani,Vi,K'Sante,Rell","Aatrox,Jarvan IV,Azir,Xayah,Rakan","Rumble,Lee Sin,Orianna,Jinx,Tahm Kench","Rascal,Sponge,SeTab,Teddy,Pleata",Senna,Varus,Kalista,Caitlyn,Ezreal,Lucian,Sejuani,Vi,K'Sante,Rell,Aatrox,Jarvan IV,Azir,Xayah,Rakan,Rumble,Lee Sin,Orianna,Jinx,Tahm Kench,Rascal,Sponge,SeTab,Teddy,Pleata
2024-02-03,KR LCK 2024 Spring,14.1,Loss,Blue,KT Rolster,"Vi,Kalista,Rumble,Maokai,Lee Sin","Lucian,Sejuani,Rakan,Rell,Aatrox","Gnar,Xin Zhao,Azir,Senna,Tahm Kench","Udyr,Viego,Orianna,Varus,Milio","Rascal,Sponge,SeTab,Teddy,Pleata",Vi,Kalista,Rumble,Maokai,Lee Sin,Lucian,Sejuani,Rakan,Rell,Aatrox,Gnar,Xin Zhao,Azir,Senna,Tahm Kench,Udyr,Viego,Orianna,Varus,Milio,Rascal,Sponge,SeTab,Teddy,Pleata
2024-02-14,KR LCK 2024 Spring,14.2,Loss,Blue,Kwangdong Freecs,"Kalista,Vi,Varus,K'Sante,Viego","Sejuani,Orianna,Udyr,Jarvan IV,Xin Zhao","Karma,Poppy,Corki,Lucian,Milio","Aatrox,Lee Sin,Hwei,Senna,Nautilus","Rascal,Sponge,SeTab,Teddy,Pleata",Kalista,Vi,Varus,K'Sante,Viego,Sejuani,Orianna,Udyr,Jarvan IV,Xin Zhao,Karma,Poppy,Corki,Lucian,Milio,Aatrox,Lee Sin,Hwei,Senna,Nautilus,Rascal,Sponge,SeTab,Teddy,Pleata
2024-02-14,KR LCK 2024 Spring,14.2,Loss,Blue,Kwangdong Freecs,"Kalista,Varus,Hwei,Vi,Viego","Sejuani,Orianna,Jarvan IV,Rell,Corki","Karma,Maokai,Yone,Lucian,Milio","K'Sante,Lee Sin,Azir,Senna,Nautilus","Rascal,Sponge,SeTab,Teddy,Pleata",Kalista,Varus,Hwei,Vi,Viego,Sejuani,Orianna,Jarvan IV,Rell,Corki,Karma,Maokai,Yone,Lucian,Milio,K'Sante,Lee Sin,Azir,Senna,Nautilus,Rascal,Sponge,SeTab,Teddy,Pleata
2024-02-17,KR LCK 2024 Spring,14.2,Loss,Red,Dplus KIA,"Senna,Rakan,Kalista,Gwen,Twisted Fate","Sejuani,Ashe,Milio,Nautilus,Orianna","K'Sante,Poppy,Taliyah,Caitlyn,Varus","Aatrox,Rell,Karma,Lucian,Nami","Rascal,Sponge,SeTab,Teddy,Pleata",Senna,Rakan,Kalista,Gwen,Twisted Fate,Sejuani,Ashe,Milio,Nautilus,Orianna,K'Sante,Poppy,Taliyah,Caitlyn,Varus,Aatrox,Rell,Karma,Lucian,Nami,Rascal,Sponge,SeTab,Teddy,Pleata
2024-02-17,KR LCK 2024 Spring,14.2,Loss,Blue,Dplus KIA,"Kalista,Rakan,Varus,Nautilus,Pyke","Lucian,Senna,Sejuani,Azir,Orianna","Camille,Poppy,Twisted Fate,Ezreal,Ashe","Aatrox,Rell,Karma,Caitlyn,Bard","Rascal,Sponge,SeTab,Teddy,Pleata",Kalista,Rakan,Varus,Nautilus,Pyke,Lucian,Senna,Sejuani,Azir,Orianna,Camille,Poppy,Twisted Fate,Ezreal,Ashe,Aatrox,Rell,Karma,Caitlyn,Bard,Rascal,Sponge,SeTab,Teddy,Pleata
2024-02-22,KR LCK 2024 Spring,14.3,Loss,Red,Gen.G,"Maokai,Kalista,Varus,Viego,Rell","Sejuani,Smolder,Poppy,Sivir,Ezreal","K'Sante,Lee Sin,Karma,Ziggs,Pyke","Twisted Fate,Vi,Azir,Senna,Nautilus","Rascal,Sponge,SeTab,Teddy,Pleata",Maokai,Kalista,Varus,Viego,Rell,Sejuani,Smolder,Poppy,Sivir,Ezreal,K'Sante,Lee Sin,Karma,Ziggs,Pyke,Twisted Fate,Vi,Azir,Senna,Nautilus,Rascal,Sponge,SeTab,Teddy,Pleata
2024-02-22,KR LCK 2024 Spring,14.3,Loss,Blue,Gen.G,"Maokai,Lucian,Kalista,Poppy,Twisted Fate","Senna,Smolder,Sejuani,Taliyah,Hwei","K'Sante,Vi,Akali,Varus,Rakan","Udyr,Lee Sin,Azir,Zeri,Nautilus","Rascal,Sponge,SeTab,Teddy,Pleata",Maokai,Lucian,Kalista,Poppy,Twisted Fate,Senna,Smolder,Sejuani,Taliyah,Hwei,K'Sante,Vi,Akali,Varus,Rakan,Udyr,Lee Sin,Azir,Zeri,Nautilus,Rascal,Sponge,SeTab,Teddy,Pleata
2024-02-25,KR LCK 2024 Spring,14.3,Loss,Red,Dplus KIA,"Rell,Azir,Varus,Aatrox,Maokai","Sejuani,Ashe,Kalista,Nocturne,Poppy","Malphite,Xin Zhao,Orianna,Smolder,Nautilus","K'Sante,Lee Sin,Karma,Senna,Tahm Kench","Rascal,Sponge,SeTab,Teddy,Pleata",Rell,Azir,Varus,Aatrox,Maokai,Sejuani,Ashe,Kalista,Nocturne,Poppy,Malphite,Xin Zhao,Orianna,Smolder,Nautilus,K'Sante,Lee Sin,Karma,Senna,Tahm Kench,Rascal,Sponge,SeTab,Teddy,Pleata
2024-02-25,KR LCK 2024 Spring,14.3,Win,Blue,Dplus KIA,"Vi,Rell,Kalista,Aatrox,Poppy","Senna,Sejuani,Orianna,Udyr,Lee Sin","K'Sante,Nocturne,Azir,Varus,Nautilus","Gnar,Maokai,Hwei,Lucian,Nami","Rascal,Sponge,SeTab,Teddy,Pleata",Vi,Rell,Kalista,Aatrox,Poppy,Senna,Sejuani,Orianna,Udyr,Lee Sin,K'Sante,Nocturne,Azir,Varus,Nautilus,Gnar,Maokai,Hwei,Lucian,Nami,Rascal,Sponge,SeTab,Teddy,Pleata
2024-02-25,KR LCK 2024 Spring,14.3,Loss,Blue,Dplus KIA,"Vi,Rell,Kalista,Varus,Zeri","Senna,Ashe,Lucian,Smolder,Nautilus","Gwen,Sejuani,Yone,Jinx,Tahm Kench","Aatrox,Maokai,Azir,Kai'Sa,Rakan","Rascal,Sponge,SeTab,Teddy,Pleata",Vi,Rell,Kalista,Varus,Zeri,Senna,Ashe,Lucian,Smolder,Nautilus,Gwen,Sejuani,Yone,Jinx,Tahm Kench,Aatrox,Maokai,Azir,Kai'Sa,Rakan,Rascal,Sponge,SeTab,Teddy,Pleata
2024-02-29,KR LCK 2024 Spring,14.3,Loss,Red,Nongshim RedForce,"Taliyah,Vi,Poppy,Udyr,Viego","Ashe,Sejuani,Senna,Nautilus,Twisted Fate","Gwen,Lee Sin,Orianna,Varus,Rakan","K'Sante,Maokai,Azir,Smolder,Alistar","Rascal,Sponge,SeTab,Teddy,Pleata",Taliyah,Vi,Poppy,Udyr,Viego,Ashe,Sejuani,Senna,Nautilus,Twisted Fate,Gwen,Lee Sin,Orianna,Varus,Rakan,K'Sante,Maokai,Azir,Smolder,Alistar,Rascal,Sponge,SeTab,Teddy,Pleata
2024-02-29,KR LCK 2024 Spring,14.3,Win,Blue,Nongshim RedForce,"Vi,Taliyah,Smolder,Poppy,Maokai","Ashe,Varus,Senna,Sejuani,Lee Sin","K'Sante,Xin Zhao,Hwei,Kalista,Rakan","Twisted Fate,Rell,Azir,Xayah,Nautilus","Rascal,Sponge,kyeahoo,Teddy,Pleata",Vi,Taliyah,Smolder,Poppy,Maokai,Ashe,Varus,Senna,Sejuani,Lee Sin,K'Sante,Xin Zhao,Hwei,Kalista,Rakan,Twisted Fate,Rell,Azir,Xayah,Nautilus,Rascal,Sponge,kyeahoo,Teddy,Pleata
2024-02-29,KR LCK 2024 Spring,14.3,Win,Red,Nongshim RedForce,"Taliyah,Vi,Smolder,Nocturne,K'Sante","Ashe,Varus,Nautilus,Twisted Fate,Tahm Kench","Jax,Sejuani,Hwei,Senna,Maokai","Aatrox,Rell,Azir,Zeri,Rakan","Rascal,Sponge,kyeahoo,Teddy,Pleata",Taliyah,Vi,Smolder,Nocturne,K'Sante,Ashe,Varus,Nautilus,Twisted Fate,Tahm Kench,Jax,Sejuani,Hwei,Senna,Maokai,Aatrox,Rell,Azir,Zeri,Rakan,Rascal,Sponge,kyeahoo,Teddy,Pleata
2024-03-03,KR LCK 2024 Spring,14.3,Loss,Blue,Hanwha Life Esports,"Vi,Maokai,Kalista,Udyr,Rakan","Senna,Ashe,Hwei,Orianna,Taliyah","Jax,Sejuani,Karma,Zeri,Nautilus","K'Sante,Poppy,Azir,Varus,Rell","Rascal,Sponge,kyeahoo,Teddy,Pleata",Vi,Maokai,Kalista,Udyr,Rakan,Senna,Ashe,Hwei,Orianna,Taliyah,Jax,Sejuani,Karma,Zeri,Nautilus,K'Sante,Poppy,Azir,Varus,Rell,Rascal,Sponge,kyeahoo,Teddy,Pleata
2024-03-03,KR LCK 2024 Spring,14.3,Loss,Blue,Hanwha Life Esports,"Vi,Maokai,Kalista,Udyr,K'Sante","Senna,Ashe,Hwei,Orianna,Taliyah","Jax,Sejuani,Karma,Zeri,Nautilus","Kennen,Poppy,Azir,Varus,Alistar","Rascal,Sponge,kyeahoo,Teddy,Pleata",Vi,Maokai,Kalista,Udyr,K'Sante,Senna,Ashe,Hwei,Orianna,Taliyah,Jax,Sejuani,Karma,Zeri,Nautilus,Kennen,Poppy,Azir,Varus,Alistar,Rascal,Sponge,kyeahoo,Teddy,Pleata
2024-03-06,KR LCK 2024 Spring,14.4,Loss,Blue,OKSavingsBank BRION,"Azir,Nautilus,Sejuani,K'Sante,Lee Sin","Ashe,Kalista,Lucian,Vi,Xin Zhao","Udyr,Nocturne,Hwei,Senna,Tahm Kench","Renekton,Viego,Karma,Smolder,Rakan","Rascal,Sponge,kyeahoo,Teddy,Pleata",Azir,Nautilus,Sejuani,K'Sante,Lee Sin,Ashe,Kalista,Lucian,Vi,Xin Zhao,Udyr,Nocturne,Hwei,Senna,Tahm Kench,Renekton,Viego,Karma,Smolder,Rakan,Rascal,Sponge,kyeahoo,Teddy,Pleata
2024-03-06,KR LCK 2024 Spring,14.4,Win,Red,OKSavingsBank BRION,"Nautilus,Azir,Senna,Nocturne,Sejuani","Ashe,Kalista,Varus,Karma,Hwei","Malphite,Vi,Taliyah,Lucian,Nami","K'Sante,Volibear,Orianna,Zeri,Lulu","Rascal,Sponge,kyeahoo,Teddy,Pleata",Nautilus,Azir,Senna,Nocturne,Sejuani,Ashe,Kalista,Varus,Karma,Hwei,Malphite,Vi,Taliyah,Lucian,Nami,K'Sante,Volibear,Orianna,Zeri,Lulu,Rascal,Sponge,kyeahoo,Teddy,Pleata
2024-03-06,KR LCK 2024 Spring,14.4,Loss,Red,OKSavingsBank BRION,"Nautilus,Azir,Senna,Tristana,Akali","Ashe,Kalista,Lucian,Volibear,Maokai","Jax,Poppy,Taliyah,Varus,Alistar","Aatrox,Sejuani,Karma,Zeri,Rakan","Rascal,Sponge,kyeahoo,Teddy,Pleata",Nautilus,Azir,Senna,Tristana,Akali,Ashe,Kalista,Lucian,Volibear,Maokai,Jax,Poppy,Taliyah,Varus,Alistar,Aatrox,Sejuani,Karma,Zeri,Rakan,Rascal,Sponge,kyeahoo,Teddy,Pleata
2024-03-09,KR LCK 2024 Spring,14.4,Win,Red,Kwangdong Freecs,"Kalista,Nautilus,Ashe,Lee Sin,Aatrox","Orianna,Sejuani,Renekton,Pyke,Jax","Malphite,Xin Zhao,Karma,Smolder,Bard","K'Sante,Volibear,Hwei,Seraphine,Senna","Rascal,Sponge,kyeahoo,Teddy,Pleata",Kalista,Nautilus,Ashe,Lee Sin,Aatrox,Orianna,Sejuani,Renekton,Pyke,Jax,Malphite,Xin Zhao,Karma,Smolder,Bard,K'Sante,Volibear,Hwei,Seraphine,Senna,Rascal,Sponge,kyeahoo,Teddy,Pleata
2024-03-09,KR LCK 2024 Spring,14.4,Win,Red,Kwangdong Freecs,"Kalista,Nautilus,Ashe,Aurelion Sol,Taliyah","Orianna,Sejuani,Renekton,Jax,Pyke","K'Sante,Xin Zhao,Karma,Smolder,Rakan","Aatrox,Lee Sin,Hwei,Seraphine,Senna","Rascal,Sponge,kyeahoo,Teddy,Pleata",Kalista,Nautilus,Ashe,Aurelion Sol,Taliyah,Orianna,Sejuani,Renekton,Jax,Pyke,K'Sante,Xin Zhao,Karma,Smolder,Rakan,Aatrox,Lee Sin,Hwei,Seraphine,Senna,Rascal,Sponge,kyeahoo,Teddy,Pleata
2024-03-14,KR LCK 2024 Spring,14.4,Loss,Red,FearX,"Nautilus,Kalista,Senna,K'Sante,Renata Glasc","Poppy,Lucian,Smolder,Alistar,Udyr","Renekton,Nocturne,Orianna,Zeri,Rakan","Rumble,Maokai,Tristana,Varus,Rell","Rascal,Sponge,kyeahoo,Teddy,Pleata",Nautilus,Kalista,Senna,K'Sante,Renata Glasc,Poppy,Lucian,Smolder,Alistar,Udyr,Renekton,Nocturne,Orianna,Zeri,Rakan,Rumble,Maokai,Tristana,Varus,Rell,Rascal,Sponge,kyeahoo,Teddy,Pleata
2024-03-14,KR LCK 2024 Spring,14.4,Loss,Blue,FearX,"Vi,Nautilus,Ashe,Rakan,Aatrox","Lucian,Kalista,Orianna,Renekton,Alistar","K'Sante,Xin Zhao,Karma,Smolder,Maokai","Twisted Fate,Jax,Ahri,Varus,Rell","Rascal,Sponge,kyeahoo,Teddy,Pleata",Vi,Nautilus,Ashe,Rakan,Aatrox,Lucian,Kalista,Orianna,Renekton,Alistar,K'Sante,Xin Zhao,Karma,Smolder,Maokai,Twisted Fate,Jax,Ahri,Varus,Rell,Rascal,Sponge,kyeahoo,Teddy,Pleata
2024-03-16,KR LCK 2024 Spring,14.4,Win,Blue,KT Rolster,"Ashe,Vi,Kalista,Corki,Twisted Fate","Sejuani,Nocturne,Hwei,Renekton,Karma","Gnar,Xin Zhao,Taliyah,Smolder,Nautilus","Camille,Lee Sin,Orianna,Senna,Ornn","Rascal,Sponge,kyeahoo,Teddy,Pleata",Ashe,Vi,Kalista,Corki,Twisted Fate,Sejuani,Nocturne,Hwei,Renekton,Karma,Gnar,Xin Zhao,Taliyah,Smolder,Nautilus,Camille,Lee Sin,Orianna,Senna,Ornn,Rascal,Sponge,kyeahoo,Teddy,Pleata
2024-03-16,KR LCK 2024 Spring,14.4,Loss,Red,KT Rolster,"Ashe,Nautilus,Senna,Twisted Fate,K'Sante","Sejuani,Nocturne,Smolder,Ahri,Rakan","Quinn,Lee Sin,Taliyah,Hwei,Varus","Gnar,Xin Zhao,Syndra,Kalista,Neeko","Rascal,Sponge,kyeahoo,Teddy,Pleata",Ashe,Nautilus,Senna,Twisted Fate,K'Sante,Sejuani,Nocturne,Smolder,Ahri,Rakan,Quinn,Lee Sin,Taliyah,Hwei,Varus,Gnar,Xin Zhao,Syndra,Kalista,Neeko,Rascal,Sponge,kyeahoo,Teddy,Pleata
2024-03-16,KR LCK 2024 Spring,14.4,Loss,Red,KT Rolster,"Ashe,Kalista,Senna,Orianna,Taliyah","Sejuani,Nocturne,Smolder,Zeri,Rakan","Renekton,Vi,Ahri,Xayah,Braum","K'Sante,Viego,Annie,Varus,Nautilus","Frog,Sponge,kyeahoo,Teddy,Pleata",Ashe,Kalista,Senna,Orianna,Taliyah,Sejuani,Nocturne,Smolder,Zeri,Rakan,Renekton,Vi,Ahri,Xayah,Braum,K'Sante,Viego,Annie,Varus,Nautilus,Frog,Sponge,kyeahoo,Teddy,Pleata
2024-03-20,KR LCK 2024 Spring,14.5,Loss,Blue,Gen.G,"Varus,Twisted Fate,Sejuani,Taliyah,Rumble","Senna,Kalista,Smolder,Lulu,Rakan","Jayce,Maokai,Tristana,Caitlyn,Ashe","K'Sante,Rell,Orianna,Lucian,Nami","Frog,Sponge,kyeahoo,Teddy,Pleata",Varus,Twisted Fate,Sejuani,Taliyah,Rumble,Senna,Kalista,Smolder,Lulu,Rakan,Jayce,Maokai,Tristana,Caitlyn,Ashe,K'Sante,Rell,Orianna,Lucian,Nami,Frog,Sponge,kyeahoo,Teddy,Pleata
2024-03-20,KR LCK 2024 Spring,14.5,Loss,Blue,Gen.G,"Varus,Maokai,Sejuani,K'Sante,Taliyah","Senna,Kalista,Smolder,Malphite,Ahri","Renekton,Vi,Hwei,Lucian,Nami","Twisted Fate,Jax,Yone,Zeri,Lulu","Rascal,Sponge,kyeahoo,Teddy,Pleata",Varus,Maokai,Sejuani,K'Sante,Taliyah,Senna,Kalista,Smolder,Malphite,Ahri,Renekton,Vi,Hwei,Lucian,Nami,Twisted Fate,Jax,Yone,Zeri,Lulu,Rascal,Sponge,kyeahoo,Teddy,Pleata
2024-03-23,KR LCK 2024 Spring,14.5,Loss,Blue,T1,"Ashe,Varus,Orianna,K'Sante,Tristana","Vi,Senna,Kalista,Jax,Taliyah","Aatrox,Rell,Ahri,Lucian,Nami","Twisted Fate,Maokai,Corki,Aphelios,Lulu","Rascal,Sponge,kyeahoo,Teddy,Pleata",Ashe,Varus,Orianna,K'Sante,Tristana,Vi,Senna,Kalista,Jax,Taliyah,Aatrox,Rell,Ahri,Lucian,Nami,Twisted Fate,Maokai,Corki,Aphelios,Lulu,Rascal,Sponge,kyeahoo,Teddy,Pleata
2024-03-23,KR LCK 2024 Spring,14.5,Loss,Blue,T1,"Ashe,Varus,Orianna,Corki,Taliyah","Vi,Senna,Kalista,Lulu,Milio","Renekton,Maokai,Tristana,Xayah,Rakan","Twisted Fate,Rell,Hwei,Lucian,Nami","Rascal,Sponge,kyeahoo,Teddy,Pleata",Ashe,Varus,Orianna,Corki,Taliyah,Vi,Senna,Kalista,Lulu,Milio,Renekton,Maokai,Tristana,Xayah,Rakan,Twisted Fate,Rell,Hwei,Lucian,Nami,Rascal,Sponge,kyeahoo,Teddy,Pleata
,KR LCK 2024 Summer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-13,KR LCK 2024 Summer,14.11,Win,Red,OKSavingsBank BRION,"Maokai,Senna,Rumble,Varus,Rell","Kalista,Skarner,Ashe,Lucian,Ziggs","Renekton,Taliyah,Corki,Kai'Sa,Nautilus","K'Sante,Lillia,Tristana,Jhin,Leona","Frog,Sponge,kyeahoo,Teddy,Pleata",Maokai,Senna,Rumble,Varus,Rell,Kalista,Skarner,Ashe,Lucian,Ziggs,Renekton,Taliyah,Corki,Kai'Sa,Nautilus,K'Sante,Lillia,Tristana,Jhin,Leona,Frog,Sponge,kyeahoo,Teddy,Pleata
2024-06-13,KR LCK 2024 Summer,14.11,Win,Blue,OKSavingsBank BRION,"Maokai,Tristana,Senna,K'Sante,Jax","Rumble,Skarner,Kalista,Vi,Yone","Renekton,Taliyah,Hwei,Jhin,Rell","Udyr,Nidalee,Corki,Ashe,Leona","Frog,Sponge,kyeahoo,Teddy,Pleata",Maokai,Tristana,Senna,K'Sante,Jax,Rumble,Skarner,Kalista,Vi,Yone,Renekton,Taliyah,Hwei,Jhin,Rell,Udyr,Nidalee,Corki,Ashe,Leona,Frog,Sponge,kyeahoo,Teddy,Pleata
2024-06-13,KR LCK 2024 Summer,14.11,Loss,Red,OKSavingsBank BRION,"Maokai,Rumble,Ashe,Leona,Varus","Kalista,Skarner,Senna,Ziggs,Lucian","K'Sante,Nidalee,Jayce,Corki,Rell","Renekton,Taliyah,Tristana,Kai'Sa,Nautilus","Rascal,Sponge,kyeahoo,Teddy,Pleata",Maokai,Rumble,Ashe,Leona,Varus,Kalista,Skarner,Senna,Ziggs,Lucian,K'Sante,Nidalee,Jayce,Corki,Rell,Renekton,Taliyah,Tristana,Kai'Sa,Nautilus,Rascal,Sponge,kyeahoo,Teddy,Pleata
2024-06-16,KR LCK 2024 Summer,14.11,Loss,Blue,Hanwha Life Esports,"Maokai,Sejuani,Kalista,Rakan,Kai'Sa","Taliyah,Senna,Ashe,Lucian,Nautilus","Skarner,Viego,Hwei,Xayah,Leona","Rumble,Vi,Tristana,Zeri,Alistar","Frog,Sponge,kyeahoo,Teddy,Pleata",Maokai,Sejuani,Kalista,Rakan,Kai'Sa,Taliyah,Senna,Ashe,Lucian,Nautilus,Skarner,Viego,Hwei,Xayah,Leona,Rumble,Vi,Tristana,Zeri,Alistar,Frog,Sponge,kyeahoo,Teddy,Pleata
2024-06-16,KR LCK 2024 Summer,14.11,Win,Blue,Hanwha Life Esports,"Maokai,Sejuani,Kalista,Rakan,Alistar","Taliyah,Senna,Ashe,Hwei,Nautilus","Skarner,Xin Zhao,Aurelion Sol,Kai'Sa,Leona","Rumble,Vi,Azir,Vayne,Renata Glasc","Frog,Sponge,kyeahoo,Teddy,Pleata",Maokai,Sejuani,Kalista,Rakan,Alistar,Taliyah,Senna,Ashe,Hwei,Nautilus,Skarner,Xin Zhao,Aurelion Sol,Kai'Sa,Leona,Rumble,Vi,Azir,Vayne,Renata Glasc,Frog,Sponge,kyeahoo,Teddy,Pleata
2024-06-16,KR LCK 2024 Summer,14.11,Loss,Red,Hanwha Life Esports,"Maokai,Sejuani,Kalista,Alistar,Nautilus","Taliyah,Hwei,Senna,Leona,Xin Zhao","Rumble,Vi,Corki,Jhin,Rakan","Skarner,Viego,Azir,Ashe,Rell","Frog,Sponge,kyeahoo,Teddy,Pleata",Maokai,Sejuani,Kalista,Alistar,Nautilus,Taliyah,Hwei,Senna,Leona,Xin Zhao,Rumble,Vi,Corki,Jhin,Rakan,Skarner,Viego,Azir,Ashe,Rell,Frog,Sponge,kyeahoo,Teddy,Pleata
2024-06-20,KR LCK 2024 Summer,14.12,Win,Blue,BNK FEARX,"Maokai,Rumble,Kalista,Varus,Leona","Senna,Taliyah,Skarner,Braum,Azir","Renekton,Xin Zhao,Hwei,Ashe,Rakan","K'Sante,Nidalee,Tristana,Jhin,Alistar","Frog,Sponge,kyeahoo,Teddy,Pleata",Maokai,Rumble,Kalista,Varus,Leona,Senna,Taliyah,Skarner,Braum,Azir,Renekton,Xin Zhao,Hwei,Ashe,Rakan,K'Sante,Nidalee,Tristana,Jhin,Alistar,Frog,Sponge,kyeahoo,Teddy,Pleata
2024-06-20,KR LCK 2024 Summer,14.12,Win,Red,BNK FEARX,"Maokai,Rumble,Kalista,Rakan,Varus","Senna,Ashe,Renekton,Nidalee,Xin Zhao","Skarner,Viego,Tristana,Kai'Sa,Leona","K'Sante,Vi,Taliyah,Zeri,Alistar","Frog,Sponge,kyeahoo,Teddy,Pleata",Maokai,Rumble,Kalista,Rakan,Varus,Senna,Ashe,Renekton,Nidalee,Xin Zhao,Skarner,Viego,Tristana,Kai'Sa,Leona,K'Sante,Vi,Taliyah,Zeri,Alistar,Frog,Sponge,kyeahoo,Teddy,Pleata
2024-06-22,KR LCK 2024 Summer,14.12,Loss,Red,Nongshim RedForce,"Maokai,Rumble,Tristana,Sejuani,Vi","Taliyah,Ashe,Azir,K'Sante,Varus","Renekton,Xin Zhao,Hwei,Zeri,Nautilus","Skarner,Brand,Corki,Kai'Sa,Leona","Frog,Sponge,kyeahoo,Teddy,Pleata",Maokai,Rumble,Tristana,Sejuani,Vi,Taliyah,Ashe,Azir,K'Sante,Varus,Renekton,Xin Zhao,Hwei,Zeri,Nautilus,Skarner,Brand,Corki,Kai'Sa,Leona,Frog,Sponge,kyeahoo,Teddy,Pleata
2024-06-22,KR LCK 2024 Summer,14.12,Win,Blue,Nongshim RedForce,"Sejuani,Maokai,Rumble,Leona,Nidalee","Taliyah,Ashe,Kalista,Senna,Xin Zhao","Skarner,Jax,Azir,Zeri,Nautilus","K'Sante,Viego,Tristana,Kai'Sa,Alistar","Frog,Sponge,kyeahoo,Teddy,Pleata",Sejuani,Maokai,Rumble,Leona,Nidalee,Taliyah,Ashe,Kalista,Senna,Xin Zhao,Skarner,Jax,Azir,Zeri,Nautilus,K'Sante,Viego,Tristana,Kai'Sa,Alistar,Frog,Sponge,kyeahoo,Teddy,Pleata
2024-06-22,KR LCK 2024 Summer,14.12,Loss,Red,Nongshim RedForce,"Maokai,Rumble,Kalista,Lucian,Alistar","Taliyah,Ashe,Senna,Renekton,K'Sante","Camille,Nidalee,Corki,Kai'Sa,Leona","Skarner,Sejuani,Tristana,Zeri,Lulu","Frog,Sponge,kyeahoo,Teddy,Pleata",Maokai,Rumble,Kalista,Lucian,Alistar,Taliyah,Ashe,Senna,Renekton,K'Sante,Camille,Nidalee,Corki,Kai'Sa,Leona,Skarner,Sejuani,Tristana,Zeri,Lulu,Frog,Sponge,kyeahoo,Teddy,Pleata
2024-06-26,KR LCK 2024 Summer,14.12,Loss,Red,T1,"Kalista,Ashe,Twisted Fate,K'Sante,Maokai","Hwei,Sejuani,Rumble,Corki,Zeri","Skarner,Zyra,Azir,Ezreal,Leona","Gnar,Nidalee,Tristana,Senna,Nautilus","Frog,Sponge,kyeahoo,Teddy,Pleata",Kalista,Ashe,Twisted Fate,K'Sante,Maokai,Hwei,Sejuani,Rumble,Corki,Zeri,Skarner,Zyra,Azir,Ezreal,Leona,Gnar,Nidalee,Tristana,Senna,Nautilus,Frog,Sponge,kyeahoo,Teddy,Pleata
2024-06-26,KR LCK 2024 Summer,14.12,Loss,Red,T1,"Kalista,Ashe,Rumble,Lulu,Alistar","Hwei,Senna,Skarner,Ezreal,Kai'Sa","Malphite,Zyra,Corki,Jinx,Leona","K'Sante,Diana,Tristana,Zeri,Rakan","Rascal,Sponge,kyeahoo,Teddy,Pleata",Kalista,Ashe,Rumble,Lulu,Alistar,Hwei,Senna,Skarner,Ezreal,Kai'Sa,Malphite,Zyra,Corki,Jinx,Leona,K'Sante,Diana,Tristana,Zeri,Rakan,Rascal,Sponge,kyeahoo,Teddy,Pleata
2024-06-28,KR LCK 2024 Summer,14.12,Loss,Red,Gen.G,"Rumble,Zyra,Kalista,Yone,Lucian","Sejuani,Tristana,Skarner,Renekton,Vi","Malphite,Taliyah,Corki,Kai'Sa,Leona","Kennen,Nidalee,Hwei,Senna,Nautilus","Rascal,Sponge,kyeahoo,Teddy,Pleata",Rumble,Zyra,Kalista,Yone,Lucian,Sejuani,Tristana,Skarner,Renekton,Vi,Malphite,Taliyah,Corki,Kai'Sa,Leona,Kennen,Nidalee,Hwei,Senna,Nautilus,Rascal,Sponge,kyeahoo,Teddy,Pleata
